model,environment,task,level,scaffold,verbosity,success,reasoning_score
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,React,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_3,level_3,Tool_calling,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,React,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,brief,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,comprehensive,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,workflow,0,
claude-sonnet-4.5,afm,afm_experiment_level_4,level_4,Tool_calling,workflow,0,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,brief,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,comprehensive,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,React,workflow,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,si_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,tio2_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,catalyst,cu2o_workflow,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,brief,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,brief,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,brief,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,brief,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,brief,0,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,brief,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,brief,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,brief,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,brief,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,brief,1,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,comprehensive,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,comprehensive,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,comprehensive,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,comprehensive,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,comprehensive,0,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,comprehensive,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,comprehensive,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,comprehensive,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,comprehensive,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,comprehensive,1,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,workflow,1,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,workflow,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,workflow,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,workflow,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,React,workflow,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,workflow,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,workflow,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,workflow,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,workflow,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,React,workflow,0,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,workflow,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,workflow,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,workflow,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,workflow,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,React,workflow,1,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,brief,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,brief,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,brief,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,brief,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,brief,0,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,brief,1,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,comprehensive,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,comprehensive,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,comprehensive,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,comprehensive,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,comprehensive,0,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,comprehensive,1,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,workflow,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,workflow,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,workflow,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,workflow,0,
claude-sonnet-4.5,md_melting,silicon_melting_1,level_1,Tool_calling,workflow,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,workflow,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,workflow,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,workflow,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,workflow,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_1,level_1,Tool_calling,workflow,0,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_1,level_1,Tool_calling,workflow,1,
claude-sonnet-4.5,md_melting,silicon_melting_2,level_2,React,brief,0,
claude-sonnet-4.5,md_melting,silicon_melting_2,level_2,React,brief,0,
claude-sonnet-4.5,md_melting,silicon_melting_2,level_2,React,brief,0,
claude-sonnet-4.5,md_melting,silicon_melting_2,level_2,React,brief,0,
claude-sonnet-4.5,md_melting,silicon_melting_2,level_2,React,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_2,level_2,React,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_2,level_2,React,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_2,level_2,React,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_2,level_2,React,brief,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_2,level_2,React,brief,0,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_2,level_2,React,brief,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_2,level_2,React,brief,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_2,level_2,React,brief,0,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_2,level_2,React,brief,0,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_2,level_2,React,brief,0,
claude-sonnet-4.5,md_melting,silicon_melting_2,level_2,React,comprehensive,0,
claude-sonnet-4.5,md_melting,silicon_melting_2,level_2,React,comprehensive,0,
claude-sonnet-4.5,md_melting,silicon_melting_2,level_2,React,comprehensive,0,
claude-sonnet-4.5,md_melting,silicon_melting_2,level_2,React,comprehensive,1,
claude-sonnet-4.5,md_melting,silicon_melting_2,level_2,React,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_2,level_2,React,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_2,level_2,React,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_2,level_2,React,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_2,level_2,React,comprehensive,0,
claude-sonnet-4.5,md_quenching,sio2_quenching_2,level_2,React,comprehensive,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_2,level_2,React,comprehensive,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_2,level_2,React,comprehensive,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_2,level_2,React,comprehensive,1,
claude-sonnet-4.5,md_surface_energy,aluminum_surface_energy_2,level_2,React,comprehensive,1,
