model,environment,agent,subtype,level,verbosity,task_type,prompt_tokens,completion_tokens,total_tokens,average_score,overall_success_rate,pass@1,pass@2,pass@3,pass@4,pass_at_5,pass^1,pass^2,pass^3,pass^4,pass^5,total_tasks,tool_verbosity,total_tool_calls,successful_tool_calls,failed_tool_calls,surrendered_trials,total_tool_execution_duration,total_benchmark_duration,qa_score,qa_score_z
Claude-4.5,md,tool_calling,surface_energy,level_2,comprehensive,subtasks,470205,5013,475218,0.92,0.92,0.92,0.984,0.9968,0.99936,0.999872,0.92,0.8560000000000001,0.8048000000000001,0.7638400000000001,0.731072,5,comprehensive,135,125,10,,433.5859845410305,1493.245011,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_3,workflow,tasks,145126,1406,146532,0.6,0.6,0.6,0.84,0.936,0.9744,0.98976,0.6,0.36,0.2159999999999999,0.1296,0.0777599999999999,1,workflow,91,89,2,,372.51333958562464,907.206274,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_3,workflow,subtasks,375769,4863,380632,0.8800000000000001,0.88,0.88,0.96,0.9856,0.99456,0.997888,0.88,0.8,0.7456,0.70784,0.681088,5,workflow,154,145,9,,620.8959314230087,1828.270502,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_3,brief,tasks,72864,1189,74053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,brief,88,88,0,,324.86042588949203,805.220083,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_3,brief,subtasks,320210,4834,325044,0.96,0.96,0.96,0.992,0.9984,0.99968,0.999936,0.96,0.928,0.9024,0.88192,0.865536,5,brief,147,136,11,,587.080795423055,1741.689565,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_3,comprehensive,tasks,104851,1365,106216,0.8,0.8,0.8,0.96,0.992,0.9984,0.99968,0.8,0.6400000000000001,0.5120000000000001,0.4096000000000001,0.3276800000000001,1,comprehensive,88,86,2,,351.73767197015695,836.118795,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_3,comprehensive,subtasks,443258,4727,447985,0.96,0.96,0.96,0.992,0.9984,0.99968,0.999936,0.96,0.928,0.9024,0.88192,0.865536,5,comprehensive,157,141,16,,643.6621252449695,1879.926316,0.9411764705882352,0.5773342650587975
GPT-4o,spectra,react,,level_1,workflow,tasks,914047,14177,928224,0.01,0.01,0.0099999999999999,0.0179999999999999,0.0243999999999999,0.0295199999999999,0.0336159999999999,0.01,0.002,0.0004,8.000000000000002e-05,1.6000000000000003e-05,20,workflow,671,665,6,0.0,1223.0894343815744,4846.734282,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,react,,level_1,workflow,subtasks,2777347,146043,2923390,0.3979999999999999,0.398,0.398,0.426,0.43784,0.44424,0.4482848,0.398,0.37,0.35384,0.34312,0.3354848,200,workflow,1273,1230,43,0.0,819.6804683543742,8028.11776,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,react,,level_1,brief,tasks,349591,11905,361496,0.02,0.02,0.02,0.032,0.0392,0.04352,0.046112,0.02,0.008,0.0032,0.00128,0.000512,20,brief,576,575,1,0.0,1065.1692588664591,3661.090102,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,react,,level_1,brief,subtasks,1047653,124902,1172555,0.418,0.418,0.418,0.4468,0.46072,0.46888,0.4742368,0.418,0.3892,0.37432,0.3652,0.3590368,200,brief,1203,1150,53,0.0,734.0939145088196,4844.353656,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,react,,level_1,comprehensive,tasks,1212583,12903,1225486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,comprehensive,712,706,6,0.0,1746.9849158227444,5677.892807,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,react,,level_1,comprehensive,subtasks,3384186,144250,3528436,0.3879999999999999,0.388,0.388,0.4076,0.41776,0.424304,0.4289728,0.388,0.3684,0.35896,0.353136,0.3490528,200,comprehensive,1329,1299,30,0.0,886.80984281376,8950.003595,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,react,,level_2,workflow,tasks,889420,13901,903321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,workflow,673,664,9,0.0,1150.6197784617543,4785.517581,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,react,,level_2,workflow,subtasks,2589728,130760,2720488,0.315,0.315,0.315,0.3422,0.35652,0.36572,0.372264,0.315,0.2878,0.27492,0.26716,0.261864,200,workflow,1375,1316,59,0.0,2014.8138672076168,10431.057713,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,react,,level_2,brief,tasks,315795,12103,327898,0.02,0.02,0.02,0.032,0.0392,0.04352,0.046112,0.02,0.008,0.0032,0.00128,0.000512,20,brief,534,534,0,0.0,885.9682068862021,3330.754955,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,react,,level_2,brief,subtasks,1081125,122072,1203197,0.319,0.319,0.319,0.3458,0.3607599999999999,0.370568,0.3775024,0.319,0.2922,0.28036,0.273672,0.2692624,200,brief,1128,1072,56,0.0,936.1950744651258,7302.294426,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,react,,level_2,comprehensive,tasks,1159933,13987,1173920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,comprehensive,656,653,3,0.0,1304.7076718732717,5518.625984,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,react,,level_2,comprehensive,subtasks,3150645,128255,3278900,0.302,0.302,0.302,0.328,0.34232,0.351616,0.3581792,0.302,0.276,0.26432,0.257664,0.2532992,200,comprehensive,1389,1370,19,0.0,2008.35262388736,10887.665674,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,tool_calling,,level_1,workflow,tasks,1035378,54292,1089670,0.04,0.04,0.0399999999999999,0.0679999999999999,0.088,0.10256,0.113344,0.04,0.012,0.004,0.00144,0.000544,20,workflow,947,933,14,0.0,1592.237364254892,6988.098959,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,tool_calling,,level_1,brief,tasks,312592,15252,327844,0.06,0.06,0.06,0.0679999999999999,0.0744,0.07952,0.083616,0.06,0.052,0.0504,0.05008,0.050016,20,brief,521,521,0,0.0,878.4243274964392,3566.489134,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,tool_calling,,level_1,comprehensive,tasks,1312228,68559,1380787,0.01,0.01,0.0099999999999999,0.0179999999999999,0.0243999999999999,0.0295199999999999,0.0336159999999999,0.01,0.002,0.0004,8.000000000000002e-05,1.6000000000000003e-05,20,comprehensive,1015,1002,13,0.0,1797.9766206853092,7931.298862,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,tool_calling,,level_2,workflow,tasks,1043484,69463,1112947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,workflow,1073,1065,8,0.0,1766.7060548588634,7043.563274,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,tool_calling,,level_2,workflow,subtasks,2794803,242344,3037147,0.3779999999999999,0.378,0.378,0.4048,0.41952,0.428704,0.4349568,0.378,0.3512,0.33912,0.332576,0.3286368,200,workflow,1248,1245,3,0.0,1594.16542994231,19796.384558,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,tool_calling,,level_2,brief,tasks,307038,18028,325066,0.03,0.03,0.03,0.0419999999999999,0.0467999999999999,0.04872,0.049488,0.03,0.018,0.0107999999999999,0.00648,0.0038879999999999,20,brief,525,525,0,0.0,835.9717653617263,3311.059721,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,tool_calling,,level_2,brief,subtasks,1450762,219316,1670078,0.374,0.374,0.374,0.4068,0.42368,0.43416,0.4413824,0.374,0.3412,0.32528,0.31576,0.3093824,200,brief,1368,1364,4,0.0,2090.540689293295,19400.800396,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,tool_calling,,level_2,comprehensive,tasks,1268827,63141,1331968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,comprehensive,897,891,6,0.0,2213.408780619502,8347.338853,0.4622641509433962,-3.56839106689389
GPT-4o,spectra,tool_calling,,level_2,comprehensive,subtasks,3351779,248302,3600081,0.375,0.375,0.375,0.4006,0.41412,0.4222,0.427368,0.375,0.3494,0.33732,0.33068,0.326568,200,comprehensive,1385,1358,27,0.0,1849.840265583247,15365.480029,0.4622641509433962,-3.56839106689389
GPT-4o,resistor,react,,level_1,workflow,tasks,947988,14113,962101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,workflow,403,388,15,,0.6703724637627602,7350.220053,0.7419354838709677,-1.1474040052149435
GPT-4o,resistor,react,,level_1,workflow,subtasks,1203369,38383,1241752,0.3416666666666666,0.3416666666666667,0.3416666666666667,0.3816666666666666,0.4036666666666667,0.4176666666666667,0.4273466666666666,0.3416666666666667,0.3016666666666667,0.2836666666666667,0.2736666666666666,0.2673466666666667,24,workflow,848,820,28,,0.4826110266149044,11726.315273,0.7419354838709677,-1.1474040052149435
GPT-4o,resistor,react,,level_1,brief,tasks,646270,12480,658750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,brief,472,461,11,,0.4240964241325855,4664.219451,0.7419354838709677,-1.1474040052149435
GPT-4o,resistor,react,,level_1,brief,subtasks,705796,31407,737203,0.2583333333333333,0.2583333333333333,0.2583333333333333,0.3183333333333333,0.3503333333333333,0.3695333333333333,0.3820133333333333,0.2583333333333333,0.1983333333333333,0.1703333333333333,0.1551333333333333,0.1460133333333333,24,brief,659,575,84,,0.2957017384469509,7683.305383,0.7419354838709677,-1.1474040052149435
GPT-4o,resistor,react,,level_1,comprehensive,tasks,685637,12052,697689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,comprehensive,298,290,8,,0.329732321202755,5504.412984,0.7419354838709677,-1.1474040052149435
GPT-4o,resistor,react,,level_1,comprehensive,subtasks,1603438,30433,1633871,0.3583333333333333,0.3583333333333333,0.3583333333333333,0.4049999999999999,0.4303333333333333,0.4466,0.4581733333333333,0.3583333333333333,0.3116666666666666,0.2903333333333333,0.2780666666666667,0.2701733333333333,24,comprehensive,898,871,27,,0.7192515656352043,9607.074041,0.7419354838709677,-1.1474040052149435
GPT-4o,resistor,tool_calling,,level_1,workflow,tasks,1477530,23022,1500552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,workflow,395,393,2,,1.4946980103850365,12407.054042,0.7419354838709677,-1.1474040052149435
GPT-4o,resistor,tool_calling,,level_1,workflow,subtasks,763684,73878,837562,0.3,0.3,0.3,0.35,0.38,0.3996,0.41328,0.3,0.25,0.23,0.2204,0.21528,24,workflow,275,218,57,,0.3174812495708465,6139.292652,0.7419354838709677,-1.1474040052149435
GPT-4o,resistor,tool_calling,,level_1,brief,tasks,816195,19654,835849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,brief,279,263,16,,0.711055975407362,8066.388447,0.7419354838709677,-1.1474040052149435
GPT-4o,resistor,tool_calling,,level_1,brief,subtasks,436031,73952,509983,0.25,0.25,0.25,0.31,0.3399999999999999,0.3588,0.372,0.25,0.19,0.16,0.1412,0.128,24,brief,311,256,55,,0.1185107976198196,6474.694157,0.7419354838709677,-1.1474040052149435
GPT-4o,resistor,tool_calling,,level_1,comprehensive,tasks,1069582,26311,1095893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,comprehensive,297,292,5,,0.7317173965275288,7331.958179,0.7419354838709677,-1.1474040052149435
GPT-4o,resistor,tool_calling,,level_1,comprehensive,subtasks,1027096,64004,1091100,0.2416666666666666,0.2416666666666666,0.2416666666666666,0.2883333333333333,0.3096666666666666,0.3235333333333333,0.3339866666666666,0.2416666666666666,0.195,0.1696666666666667,0.1518,0.1379866666666666,24,comprehensive,279,270,9,,0.32965924218297,5680.56685,0.7419354838709677,-1.1474040052149435
GPT-4o,catalyst,react,,level_1,workflow,tasks,438221,3834,442055,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9733333333333332,0.9946666666666668,0.9989333333333332,0.9997866666666668,0.8666666666666667,0.7600000000000001,0.6746666666666667,0.6064,0.5517866666666668,3,workflow,112,112,0,,26.23745369166136,4136.606209,0.86,-0.12537338448701765
GPT-4o,catalyst,react,,level_1,workflow,subtasks,885586,21647,907233,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.7333333333333333,0.7973333333333333,0.8375619047619047,0.8649904761904762,0.6190476190476191,0.5047619047619047,0.4544761904761905,0.4279619047619047,0.4124190476190476,21,workflow,261,245,16,,27.99373326636851,8989.768232,0.86,-0.12537338448701765
GPT-4o,catalyst,react,,level_1,brief,tasks,439601,7100,446701,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9733333333333332,0.9946666666666668,0.9989333333333332,0.9997866666666668,0.8666666666666667,0.7600000000000001,0.6746666666666667,0.6064,0.5517866666666668,3,brief,108,107,1,,28.73244362324476,3777.268125,0.86,-0.12537338448701765
GPT-4o,catalyst,react,,level_1,brief,subtasks,652030,14641,666671,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.659047619047619,0.7276190476190476,0.7678476190476191,0.7930819047619048,0.5333333333333333,0.4076190476190476,0.3504761904761905,0.3216761904761904,0.3062247619047619,21,brief,335,289,46,,30.30963142029941,7689.266645,0.86,-0.12537338448701765
GPT-4o,catalyst,react,,level_1,comprehensive,tasks,493181,5548,498729,0.7999999999999999,0.8,0.8,0.9333333333333332,0.976,0.9909333333333332,0.99648,0.8,0.6666666666666667,0.5760000000000001,0.5130666666666667,0.46848,3,comprehensive,107,107,0,,28.62742870301008,4082.869507,0.86,-0.12537338448701765
GPT-4o,catalyst,react,,level_1,comprehensive,subtasks,1275544,31215,1306759,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.7447619047619047,0.8019047619047619,0.8325333333333333,0.8512761904761904,0.6190476190476191,0.4933333333333333,0.4247619047619048,0.3827047619047619,0.3552761904761904,21,comprehensive,313,282,31,,25.555358501151204,10465.124214,0.86,-0.12537338448701765
GPT-4o,catalyst,tool_calling,,level_1,workflow,tasks,430536,150,430686,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9866666666666668,0.9973333333333332,0.9994666666666666,0.9998933333333332,0.9333333333333332,0.88,0.8373333333333334,0.8032,0.7758933333333333,3,workflow,137,120,17,,26.761843791231513,2509.559865,0.86,-0.12537338448701765
GPT-4o,catalyst,tool_calling,,level_1,workflow,subtasks,813327,948,814275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,workflow,344,318,26,,30.44695702008903,4152.320852,0.86,-0.12537338448701765
GPT-4o,catalyst,tool_calling,,level_1,brief,tasks,400986,250,401236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,brief,141,120,21,,26.81273731030524,2379.546674,0.86,-0.12537338448701765
GPT-4o,catalyst,tool_calling,,level_1,brief,subtasks,1417308,24544,1441852,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,21,brief,565,305,260,,32.515433348715305,11668.181962,0.86,-0.12537338448701765
GPT-4o,catalyst,tool_calling,,level_1,comprehensive,tasks,466442,150,466592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,comprehensive,124,120,4,,26.889470944181085,2424.008736,0.86,-0.12537338448701765
GPT-4o,catalyst,tool_calling,,level_1,comprehensive,subtasks,855166,1029,856195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,comprehensive,344,320,24,,26.53315570950508,3740.35001,0.86,-0.12537338448701765
GPT-4o,afm,react,,level_1,workflow,tasks,48090,1685,49775,0.8,0.8,0.8,0.96,0.992,0.9984,0.99968,0.8,0.6400000000000001,0.5120000000000001,0.4096000000000001,0.3276800000000001,1,workflow,44,40,4,,194.86382879998928,719.356184,0.88,0.04775748569093718
GPT-4o,afm,react,,level_1,workflow,subtasks,81565,3981,85546,0.6,0.6,0.6,0.6228571428571429,0.6411428571428571,0.6557714285714286,0.6674742857142857,0.6,0.5771428571428572,0.5725714285714286,0.5716571428571429,0.5714742857142857,7,workflow,61,59,2,,875.006355599995,1748.370501,0.88,0.04775748569093718
GPT-4o,afm,react,,level_1,brief,tasks,42532,1602,44134,0.6,0.6,0.6,0.84,0.936,0.9744,0.98976,0.6,0.36,0.2159999999999999,0.1296,0.0777599999999999,1,brief,44,36,8,,540.3160959999877,1172.952385,0.88,0.04775748569093718
GPT-4o,afm,react,,level_1,brief,subtasks,231357,4664,236021,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3999999999999999,0.4571428571428571,0.4905142857142857,0.512,0.2857142857142857,0.1714285714285714,0.1142857142857143,0.0809142857142857,0.0594285714285714,7,brief,283,202,81,,3017.3016946999705,5647.232428,0.88,0.04775748569093718
GPT-4o,afm,react,,level_1,comprehensive,tasks,56563,897,57460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,45,39,6,,326.9704087000064,941.971881,0.88,0.04775748569093718
GPT-4o,afm,react,,level_1,comprehensive,subtasks,102052,3355,105407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,comprehensive,72,69,3,,287.42755339996074,1212.218474,0.88,0.04775748569093718
GPT-4o,afm,react,,level_2,workflow,tasks,52388,1351,53739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,57,46,11,,337.0700018999996,845.145724,0.88,0.04775748569093718
GPT-4o,afm,react,,level_2,workflow,subtasks,166837,4133,170970,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3828571428571428,0.4102857142857142,0.4212571428571429,0.4256457142857143,0.3142857142857143,0.2457142857142857,0.2045714285714285,0.1798857142857143,0.1650742857142857,7,workflow,186,137,49,,1346.263434500128,3084.533648,0.88,0.04775748569093718
GPT-4o,afm,react,,level_2,brief,tasks,50036,1557,51593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,69,47,22,,404.2150902999965,1000.87198,0.88,0.04775748569093718
GPT-4o,afm,react,,level_2,brief,subtasks,139361,6587,145948,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3942857142857143,0.4171428571428571,0.4244571428571428,0.4270171428571429,0.3142857142857143,0.2342857142857143,0.1771428571428571,0.1355428571428571,0.1047314285714285,7,brief,174,124,50,,1462.8238908999774,2922.142313,0.88,0.04775748569093718
GPT-4o,afm,react,,level_2,comprehensive,tasks,56032,1181,57213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,38,34,4,,217.1713057000015,754.632306,0.88,0.04775748569093718
GPT-4o,afm,react,,level_2,comprehensive,subtasks,207832,4302,212134,0.3428571428571429,0.3428571428571428,0.3428571428571428,0.4114285714285714,0.4251428571428571,0.4278857142857142,0.4284342857142857,0.3428571428571428,0.2742857142857143,0.2194285714285714,0.1755428571428571,0.1404342857142857,7,comprehensive,164,149,15,,221.6007284000116,1947.153076,0.88,0.04775748569093718
GPT-4o,afm,react,,level_3,workflow,tasks,36264,541,36805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,65,60,5,,0.4196404999856895,528.464048,0.88,0.04775748569093718
GPT-4o,afm,react,,level_3,workflow,subtasks,307898,5990,313888,0.25,0.25,0.25,0.3299999999999999,0.358,0.3684,0.3724,0.25,0.17,0.118,0.0836,0.0604,8,workflow,313,213,100,,764.40764390002,3452.290983,0.88,0.04775748569093718
GPT-4o,afm,react,,level_3,brief,tasks,29792,632,30424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,49,41,8,,230.33421499999167,640.937398,0.88,0.04775748569093718
GPT-4o,afm,react,,level_3,brief,subtasks,229640,6036,235676,0.2249999999999999,0.2249999999999999,0.2249999999999999,0.315,0.351,0.3654,0.37116,0.2249999999999999,0.135,0.0809999999999999,0.0486,0.0291599999999999,8,brief,269,196,73,,504.267855399783,3029.684698,0.88,0.04775748569093718
GPT-4o,afm,react,,level_3,comprehensive,tasks,47190,545,47735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,82,77,5,,0.4127279000094859,610.801131,0.88,0.04775748569093718
GPT-4o,afm,react,,level_3,comprehensive,subtasks,190434,5837,196271,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,8,comprehensive,129,122,7,,438.09462830002303,1842.753163,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_1,workflow,tasks,49619,2564,52183,0.8,0.8,0.8,0.96,0.992,0.9984,0.99968,0.8,0.6400000000000001,0.5120000000000001,0.4096000000000001,0.3276800000000001,1,workflow,67,54,13,,139.69698369989055,736.510536,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_1,workflow,subtasks,81565,3981,85546,0.6,0.6,0.6,0.6228571428571429,0.6411428571428571,0.6557714285714286,0.6674742857142857,0.6,0.5771428571428572,0.5725714285714286,0.5716571428571429,0.5714742857142857,7,workflow,61,59,2,,875.006355599995,1748.370501,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_1,brief,tasks,37697,2701,40398,0.4,0.4,0.4,0.64,0.784,0.8704000000000001,0.92224,0.4,0.16,0.064,0.0256,0.01024,1,brief,60,36,24,,198.51669279998168,644.892516,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_1,brief,subtasks,231357,4664,236021,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3999999999999999,0.4571428571428571,0.4905142857142857,0.512,0.2857142857142857,0.1714285714285714,0.1142857142857143,0.0809142857142857,0.0594285714285714,7,brief,283,202,81,,3017.3016946999705,5647.232428,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_1,comprehensive,tasks,75283,1211,76494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,95,58,37,,1189.3600195999024,1966.407647,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_1,comprehensive,subtasks,102052,3355,105407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,comprehensive,72,69,3,,287.42755339996074,1212.218474,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_2,workflow,tasks,46340,1717,48057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,66,28,38,,771.8966994999937,2145.868165,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_2,workflow,subtasks,166837,4133,170970,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3828571428571428,0.4102857142857142,0.4212571428571429,0.4256457142857143,0.3142857142857143,0.2457142857142857,0.2045714285714285,0.1798857142857143,0.1650742857142857,7,workflow,186,137,49,,1346.263434500128,3084.533648,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_2,brief,tasks,39838,1469,41307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,72,33,39,,332.85952190001626,886.803614,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_2,brief,subtasks,139361,6587,145948,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3942857142857143,0.4171428571428571,0.4244571428571428,0.4270171428571429,0.3142857142857143,0.2342857142857143,0.1771428571428571,0.1355428571428571,0.1047314285714285,7,brief,174,124,50,,1462.8238908999774,2922.142313,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_2,comprehensive,tasks,42999,1951,44950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,49,32,17,,545.3416152999889,1007.674331,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_2,comprehensive,subtasks,207832,4302,212134,0.3428571428571429,0.3428571428571428,0.3428571428571428,0.4114285714285714,0.4251428571428571,0.4278857142857142,0.4284342857142857,0.3428571428571428,0.2742857142857143,0.2194285714285714,0.1755428571428571,0.1404342857142857,7,comprehensive,164,149,15,,221.6007284000116,1947.153076,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_3,workflow,tasks,39686,1074,40760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,31,17,14,,0.0117983999991793,295.59992,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_3,workflow,subtasks,307898,5990,313888,0.25,0.25,0.25,0.3299999999999999,0.358,0.3684,0.3724,0.25,0.17,0.118,0.0836,0.0604,8,workflow,313,213,100,,764.40764390002,3452.290983,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_3,brief,tasks,26294,1047,27341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,46,45,1,,13.112222500000144,380.141395,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_3,brief,subtasks,229640,6036,235676,0.2249999999999999,0.2249999999999999,0.2249999999999999,0.315,0.351,0.3654,0.37116,0.2249999999999999,0.135,0.0809999999999999,0.0486,0.0291599999999999,8,brief,269,196,73,,504.267855399783,3029.684698,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_3,comprehensive,tasks,24582,1269,25851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,27,27,0,,14.274598400006653,221.548468,0.88,0.04775748569093718
GPT-4o,afm,tool_calling,,level_3,comprehensive,subtasks,190434,5837,196271,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,8,comprehensive,129,122,7,,438.09462830002303,1842.753163,0.88,0.04775748569093718
GPT-4o,ml,react,,level_1,workflow,tasks,221310,1375,222685,0.4000000000000001,0.4,0.4,0.5333333333333333,0.592,0.6229333333333333,0.64064,0.4,0.2666666666666667,0.192,0.1450666666666667,0.11264,3,workflow,91,85,6,,1837.213958837092,2522.369227,0.74,-1.1641586055547457
GPT-4o,ml,react,,level_1,workflow,subtasks,381271,6813,388084,0.55,0.55,0.55,0.7166666666666667,0.802,0.8494666666666667,0.87688,0.55,0.3833333333333333,0.302,0.2585333333333333,0.23288,12,workflow,220,181,39,,6800.322487628087,8096.024135,0.74,-1.1641586055547457
GPT-4o,ml,react,,level_1,brief,tasks,202135,1098,203233,0.7333333333333334,0.7333333333333334,0.7333333333333334,0.92,0.9733333333333332,0.9904,0.9963733333333332,0.7333333333333334,0.5466666666666667,0.4133333333333334,0.3162666666666667,0.2443733333333334,3,brief,94,90,4,,255.10208421573043,1181.234435,0.74,-1.1641586055547457
GPT-4o,ml,react,,level_1,brief,subtasks,254596,6017,260613,0.3999999999999999,0.4,0.4,0.6066666666666666,0.728,0.8050666666666667,0.85664,0.4,0.1933333333333333,0.108,0.0669333333333333,0.04464,12,brief,195,143,52,,3396.216730505228,4569.328719,0.74,-1.1641586055547457
