method,budget,repeat,rho_all,mse_new
stratified_proportional,15,125,0.9807370556736849,0.02734322552520832
stratified_proportional,15,126,0.9737317909903013,0.004602169575641735
stratified_proportional,15,127,0.9562186292818428,0.004631799205271359
stratified_proportional,15,128,0.9930069930069931,0.003485699914491216
stratified_proportional,15,129,0.9929823694376383,0.0019821538152004392
stratified_proportional,15,130,0.9436853723733583,0.006175061616618879
stratified_proportional,15,131,0.9597212616235344,0.016773012759250874
stratified_proportional,15,132,0.9720279720279721,0.01878656673876229
stratified_proportional,15,133,0.8861659824480081,0.02464945089951878
stratified_proportional,15,134,0.9597212616235344,0.005583099441677983
stratified_proportional,15,135,0.9160839160839163,0.020708710158778055
stratified_proportional,15,136,0.9842396880153765,0.010821239709605482
stratified_proportional,15,137,0.8461538461538463,0.026161822845933293
stratified_proportional,15,138,0.9807370556736849,0.0002863303321429176
stratified_proportional,15,139,0.9457107322567676,0.004630538369967977
stratified_proportional,15,140,0.9632238939652261,0.013071830726153949
stratified_proportional,15,141,0.9422080999150758,0.004423761380212265
stratified_proportional,15,142,0.9614094269768303,0.021426755864057803
stratified_proportional,15,143,0.9859709816806179,0.0016990962895897237
stratified_proportional,15,144,0.9370629370629372,0.001911547038210684
stratified_proportional,15,145,0.8931712471313915,0.015083493452710298
stratified_proportional,15,146,0.9790209790209792,0.015195077377060176
stratified_proportional,15,147,0.9492133645984593,0.004744643964924633
stratified_proportional,15,148,0.9720279720279721,0.013695944201331254
stratified_proportional,15,149,0.9790209790209792,0.004225179819928578
stratified_proportional,15,150,0.9702291586486097,0.008423761380212271
stratified_proportional,15,151,0.9580419580419581,0.002484596683600756
stratified_proportional,15,152,0.9403566658021552,0.0027588283620877552
stratified_proportional,15,153,0.9440559440559443,0.010105715674932519
stratified_proportional,15,154,0.9090909090909092,0.0014248646111027247
stratified_proportional,15,155,0.9860139860139862,0.005362453263584997
stratified_proportional,15,156,0.9702291586486097,0.002978213704877349
stratified_proportional,15,157,0.9230769230769231,0.004022185336083025
stratified_proportional,15,158,0.9510489510489512,0.005979632144593663
stratified_proportional,15,159,0.9597212616235344,0.00961146823600423
stratified_proportional,15,160,0.9930069930069931,0.005130459567761515
stratified_proportional,15,161,0.9370629370629372,0.007298465871938021
stratified_proportional,15,162,0.9720279720279721,0.012605321663900193
stratified_proportional,15,163,0.9720279720279721,0.0021851482990459916
stratified_proportional,15,164,0.9790209790209792,0.0020035880153580544
stratified_proportional,15,165,0.9438654593312678,0.008344959173750487
stratified_proportional,15,166,0.9702291586486097,0.0008852271012524492
stratified_proportional,15,167,0.9720279720279721,0.00517648005633519
stratified_proportional,15,168,0.965034965034965,0.0028949985748537126
stratified_proportional,15,169,0.9702291586486097,0.002450554130409266
stratified_proportional,15,170,0.9510489510489512,0.004353154603222509
stratified_proportional,15,171,0.9702291586486097,0.011688063980685073
stratified_proportional,15,172,0.9667265263069179,0.002149214492899417
stratified_proportional,15,173,0.9300699300699302,0.0200688362423084
stratified_proportional,15,174,0.9510489510489512,0.0003922404976275503
stratified_proportional,15,175,0.9702291586486097,0.006487118354207536
stratified_proportional,15,176,0.9790209790209792,0.011869624264373014
stratified_proportional,15,177,0.9632238939652261,0.0013819962107875239
stratified_proportional,15,178,0.8861659824480081,0.005490428046878923
stratified_proportional,15,179,0.9580419580419581,0.006930932381000285
stratified_proportional,15,180,0.8951048951048951,0.0439124926646882
stratified_proportional,15,181,0.9720279720279721,0.00394023104136278
stratified_proportional,15,182,0.9772344233319931,0.001358670757674832
stratified_proportional,15,183,0.9492133645984593,0.0022879063762721525
stratified_proportional,15,184,0.9684270140350553,0.0057728551548379544
stratified_proportional,15,185,0.9510489510489512,0.0029208456985731716
stratified_proportional,15,186,0.9440559440559443,0.016819033247824567
stratified_proportional,15,187,0.9527159969401509,0.009697835454286338
stratified_proportional,15,188,0.9700553547016413,0.004697362641047568
stratified_proportional,15,189,0.9667265263069179,0.001993501332930937
stratified_proportional,15,190,0.9422080999150758,0.005056070284861608
stratified_proportional,15,191,0.9667265263069179,0.008605321663900203
stratified_proportional,15,192,0.9263214916857051,0.013540231041362772
stratified_proportional,15,193,0.9702291586486097,0.026308079741126367
stratified_proportional,15,194,0.9440559440559443,0.0014444075583052525
stratified_proportional,15,195,0.965034965034965,0.002109498180842683
stratified_proportional,15,196,0.8756580854229328,0.04324361953624064
stratified_proportional,15,197,0.9510489510489512,0.01093849739282062
stratified_proportional,15,198,0.8861659824480081,0.0020956289925054064
stratified_proportional,15,199,0.9507278005253983,0.0010497661083446535
stratified_proportional,20,0,0.965034965034965,0.016598702278557403
stratified_proportional,20,1,0.9720279720279721,0.002145510789195715
stratified_proportional,20,2,0.9440559440559443,0.0026816810019616726
stratified_proportional,20,3,0.9370629370629372,0.009818560434585776
stratified_proportional,20,4,0.9597212616235344,0.0012249434133091944
stratified_proportional,20,5,0.99124495269876,0.0012057944771389805
stratified_proportional,20,6,0.9370629370629372,0.005100829938131885
stratified_proportional,20,7,0.9702291586486097,0.032213595895578685
stratified_proportional,20,8,0.9842396880153765,0.0034965746189829484
stratified_proportional,20,9,0.99124495269876,0.017410759016146072
stratified_proportional,20,10,0.9772344233319931,0.0015362909310396855
stratified_proportional,20,11,0.9720279720279721,0.007132035611890751
stratified_proportional,20,12,0.9720279720279721,0.00028239022181982687
stratified_proportional,20,13,0.9772344233319931,0.0053423192998340125
stratified_proportional,20,14,0.9543918399186052,0.003134163271465215
stratified_proportional,20,15,0.9702291586486097,0.0018678512147276246
stratified_proportional,20,16,0.9370629370629372,0.006580617172174439
stratified_proportional,20,17,0.9842396880153765,0.002324588803380113
stratified_proportional,20,18,0.965034965034965,0.005760404406217001
stratified_proportional,20,19,0.9930069930069931,0.005179907952316285
stratified_proportional,20,20,0.9580419580419581,0.0024699788743020967
stratified_proportional,20,21,0.9842396880153765,0.009952602987777283
stratified_proportional,20,22,0.9667265263069179,0.0017678512147276323
stratified_proportional,20,23,0.9211923058649254,0.010037000150897845
stratified_proportional,20,24,0.9597212616235344,0.009044446959408483
stratified_proportional,20,25,0.9090909090909092,0.007085227101252446
stratified_proportional,20,26,0.9964973622679555,0.00890012071827373
stratified_proportional,20,27,0.9772344233319931,0.007576716462954582
stratified_proportional,20,28,0.9580419580419581,0.0035121774558623843
stratified_proportional,20,29,0.9842396880153765,0.0031721065338765654
stratified_proportional,20,30,0.9860139860139862,0.0048777802927418125
stratified_proportional,20,31,0.900176511814775,0.013574943413309191
stratified_proportional,20,32,0.9737317909903013,0.002225298023238265
stratified_proportional,20,33,0.9440559440559443,0.005872461143805655
stratified_proportional,20,34,0.9894797752097304,0.02306997887430209
stratified_proportional,20,35,0.9754446010932804,0.0019345178813942987
stratified_proportional,20,36,0.9790209790209792,0.005272815753734716
stratified_proportional,20,37,0.9737317909903013,0.0021111136260751457
stratified_proportional,20,38,0.9230769230769231,0.011022815753734714
stratified_proportional,20,39,0.9860139860139862,0.0012423192998340135
stratified_proportional,20,40,0.9702291586486097,0.0018018937679191206
stratified_proportional,20,41,0.9667265263069179,0.004847283838841109
stratified_proportional,20,42,0.9440559440559443,0.0009362909310396839
stratified_proportional,20,43,0.9788975131335582,0.004571397314018416
stratified_proportional,20,44,0.9580419580419581,0.002264659725365926
stratified_proportional,20,45,0.9720279720279721,0.009223524973592878
stratified_proportional,20,46,0.9964973622679555,0.005450475328202809
stratified_proportional,20,47,0.9807370556736849,0.0013267164629545813
stratified_proportional,20,48,0.965034965034965,0.005777425682812732
stratified_proportional,20,49,0.9790209790209792,0.011075298023238268
stratified_proportional,20,50,0.9300699300699302,0.009322815753734712
stratified_proportional,20,51,0.9440559440559443,0.0008061490870680527
stratified_proportional,20,52,0.9790209790209792,0.006623170363663801
stratified_proportional,20,53,0.9510489510489512,0.002551893767919115
stratified_proportional,20,54,0.9737317909903013,0.005868205824656706
stratified_proportional,20,55,0.9737317909903013,0.01093061717217445
stratified_proportional,20,56,0.9982502173821435,0.002787354760826914
stratified_proportional,20,57,0.9720279720279721,0.006631326392032597
stratified_proportional,20,58,0.9246949382066171,0.003926007243096418
stratified_proportional,20,59,0.9702291586486097,0.007581681001961681
stratified_proportional,20,60,0.9720279720279721,0.00230508525728082
stratified_proportional,20,61,0.9160839160839163,0.012494801569337561
stratified_proportional,20,62,0.9702291586486097,0.0025916100799758574
stratified_proportional,20,63,0.9702291586486097,0.007963950505507777
stratified_proportional,20,64,0.9860139860139862,0.008821042704089328
stratified_proportional,20,65,0.9930069930069931,0.003922106533876561
stratified_proportional,20,66,0.9702291586486097,0.009495156179266639
stratified_proportional,20,67,0.9718550849815182,0.0072756526331673455
stratified_proportional,20,68,0.9720279720279721,0.0007089859665006798
stratified_proportional,20,69,0.9370629370629372,0.0013082767466425244
stratified_proportional,20,70,0.9720279720279721,0.003252248377848197
stratified_proportional,20,71,0.9930069930069931,0.008672461143805647
stratified_proportional,20,72,0.9790209790209792,0.008381681001961678
stratified_proportional,20,73,0.9492133645984593,0.014330262562245344
stratified_proportional,20,74,0.965034965034965,0.003000120718273729
stratified_proportional,20,75,0.9720279720279721,0.0011072129168552896
stratified_proportional,20,76,0.9720279720279721,0.016973879583521954
stratified_proportional,20,77,0.9071817764981586,0.0013735249735928792
stratified_proportional,20,78,0.9492133645984593,0.004200829938131887
stratified_proportional,20,79,0.9860139860139862,0.0032104044062169885
stratified_proportional,20,80,0.9632238939652261,0.0018004753282028062
stratified_proportional,20,81,0.9860139860139862,0.008705439867209902
stratified_proportional,20,82,0.9860139860139862,0.011204376037422659
stratified_proportional,20,83,0.9860139860139862,0.001375652633167344
stratified_proportional,20,84,0.9720279720279721,0.0038228157537347185
stratified_proportional,20,85,0.9702291586486097,0.005972106533876574
stratified_proportional,20,86,0.9720279720279721,0.013762177455862378
stratified_proportional,20,87,0.9982502173821435,0.0011884185906141519
stratified_proportional,20,88,0.9160839160839163,0.004037709370756
stratified_proportional,20,89,0.9438654593312678,0.006784163271465214
stratified_proportional,20,90,0.9842396880153765,0.0039678512147276294
stratified_proportional,20,91,0.9632238939652261,0.013859695186358828
stratified_proportional,20,92,0.965034965034965,0.00997742568281274
stratified_proportional,20,93,0.9790209790209792,0.0012522483778481957
stratified_proportional,20,94,0.9370629370629372,0.0018260072430964231
stratified_proportional,20,95,0.9580419580419581,0.006667141994869473
stratified_proportional,20,96,0.9702291586486097,0.005404730647351741
stratified_proportional,20,97,0.9860139860139862,0.004961468236004227
stratified_proportional,20,98,0.9577702286774382,0.0022015391579900414
stratified_proportional,20,99,0.9772344233319931,0.0029508299381318832
stratified_proportional,20,100,0.9510489510489512,0.01811075901614607
stratified_proportional,20,101,0.9982502173821435,0.003305085257280821
stratified_proportional,20,102,0.9440559440559443,0.013174588803380113
stratified_proportional,20,103,0.9788975131335582,0.0013082767466425227
stratified_proportional,20,104,0.9580419580419581,0.0021990568884864953
stratified_proportional,20,105,0.9562186292818428,0.0033217519239474914
stratified_proportional,20,106,0.9702291586486097,0.003768915044514864
stratified_proportional,20,107,0.9807370556736849,0.01583168100196167
stratified_proportional,20,108,0.9720279720279721,0.0009242341934510343
stratified_proportional,20,109,0.9930069930069931,0.007277425682812723
stratified_proportional,20,110,0.9772344233319931,0.0011870001508978408
stratified_proportional,20,111,0.9807370556736849,0.003989127810472313
stratified_proportional,20,112,0.9492133645984593,0.014140900860117699
stratified_proportional,20,113,0.9580419580419581,0.002514659725365926
stratified_proportional,20,114,0.9720279720279721,0.008695156179266632
stratified_proportional,20,115,0.9562186292818428,0.0041405462501886234
stratified_proportional,20,116,0.9930069930069931,0.0019724611438056414
stratified_proportional,20,117,0.9720279720279721,0.003237000150897835
stratified_proportional,20,118,0.9580419580419581,0.0009313263920325931
stratified_proportional,20,119,0.9930069930069931,0.0027203334842311757
stratified_proportional,20,120,0.9842396880153765,0.001469978874302096
stratified_proportional,20,121,0.965034965034965,0.01437033348423117
stratified_proportional,20,122,0.9982502173821435,0.0012788441225290506
stratified_proportional,20,123,0.9580419580419581,0.0037763618530255046
stratified_proportional,20,124,0.9772344233319931,0.0014639505055077714
stratified_proportional,20,125,0.9842396880153765,0.01308593632111061
stratified_proportional,20,126,0.9702291586486097,0.0133763618530255
stratified_proportional,20,127,0.9136157704280913,0.000686290931039688
stratified_proportional,20,128,0.9370629370629372,0.007082035611890747
stratified_proportional,20,129,0.9579006334477178,0.03487033348423118
stratified_proportional,20,130,0.9492133645984593,0.01622600724309643
stratified_proportional,20,131,0.9473742528603802,0.005063950505507775
stratified_proportional,20,132,0.965034965034965,0.00202210653387657
stratified_proportional,20,133,0.9422080999150758,0.00206856043458579
stratified_proportional,20,134,0.9090909090909092,0.016197993058699258
stratified_proportional,20,135,0.965034965034965,0.001685936321110611
stratified_proportional,20,136,0.9720279720279721,0.0026575675267843726
stratified_proportional,20,137,0.965034965034965,0.0011689150445148642
stratified_proportional,20,138,0.9720279720279721,0.003106503696997132
stratified_proportional,20,139,0.965034965034965,0.0034969292289120236
stratified_proportional,20,140,0.9720279720279721,0.00199125547004678
stratified_proportional,20,141,0.9720279720279721,0.006949056888486498
stratified_proportional,20,142,0.9772344233319931,0.00289763844877018
stratified_proportional,20,143,0.9720279720279721,0.009985936321110611
stratified_proportional,20,144,0.9352028352316922,0.003958276746642525
stratified_proportional,20,145,0.9580419580419581,0.0003660781650822399
stratified_proportional,20,146,0.9720279720279721,0.005665723555153158
stratified_proportional,20,147,0.9527159969401509,0.007224234193451033
stratified_proportional,20,148,0.9720279720279721,0.0018426739097630882
stratified_proportional,20,149,0.9527159969401509,0.004256858306926217
stratified_proportional,20,150,0.9790209790209792,0.0022174966047985526
stratified_proportional,20,151,0.9860139860139862,0.0025976384487701796
stratified_proportional,20,152,0.9790209790209792,0.007508631356571598
stratified_proportional,20,153,0.9720279720279721,0.011016078165082247
stratified_proportional,20,154,0.9510489510489512,0.0012146597253659295
stratified_proportional,20,155,0.9860139860139862,0.0010341632714652184
stratified_proportional,20,156,0.965034965034965,0.006943383129621232
stratified_proportional,20,157,0.9667265263069179,0.01473806398068508
stratified_proportional,20,158,0.9720279720279721,0.0013221065338765664
stratified_proportional,20,159,0.9281975705483089,0.0009430285196921667
stratified_proportional,20,160,0.8601398601398602,0.008027071072883663
stratified_proportional,20,161,0.9684270140350553,0.01485295759770635
stratified_proportional,20,162,0.9527159969401509,0.004929907952316283
stratified_proportional,20,163,0.9492133645984593,0.004057567526784368
stratified_proportional,20,164,0.9877423203570683,0.0015008299381318844
stratified_proportional,20,165,0.9860139860139862,0.021224588803380105
stratified_proportional,20,166,0.9492133645984593,0.0010877093707559978
stratified_proportional,20,167,0.9877423203570683,0.012757922136713446
stratified_proportional,20,168,0.9930069930069931,0.006543737739550322
stratified_proportional,20,169,0.965034965034965,0.0030281349026708864
stratified_proportional,20,170,0.9562186292818428,0.00251572355515316
stratified_proportional,20,171,0.9632238939652261,0.0021068583069262163
stratified_proportional,20,172,1.0,0.0031685604345857844
stratified_proportional,20,173,0.9720279720279721,0.011946929228912025
stratified_proportional,20,174,0.9930069930069931,0.005758985966500679
stratified_proportional,20,175,0.9772344233319931,0.0053295533423872036
stratified_proportional,20,176,0.9230769230769231,0.00227246114380564
stratified_proportional,20,177,0.9667265263069179,0.003658985966500676
stratified_proportional,20,178,0.9492133645984593,0.005162177455862384
stratified_proportional,20,179,0.9580419580419581,0.003896929228912036
stratified_proportional,20,180,0.965034965034965,0.0006820356118907495
stratified_proportional,20,181,0.9720279720279721,0.0018348724913233802
stratified_proportional,20,182,0.9562186292818428,0.0015377093707559938
stratified_proportional,20,183,0.9720279720279721,0.016339482420401386
stratified_proportional,20,184,0.9370629370629372,0.0006604044062169921
stratified_proportional,20,185,0.9580419580419581,0.004676716462954588
stratified_proportional,20,186,0.9860139860139862,0.0016600497962879115
stratified_proportional,20,187,0.9580419580419581,0.0056898370303304765
stratified_proportional,20,188,0.9790209790209792,0.0034696242643730223
stratified_proportional,20,189,0.9702291586486097,0.0024458653991247933
stratified_proportional,20,190,0.9790209790209792,0.0021114682360042253
stratified_proportional,20,191,0.9720279720279721,0.007752957597706352
stratified_proportional,20,192,0.9543918399186052,0.004126716462954576
stratified_proportional,20,193,0.9510489510489512,0.006503666817564514
stratified_proportional,20,194,0.9720279720279721,0.00738061717217443
stratified_proportional,20,195,0.9807370556736849,0.0011100497962879114
stratified_proportional,20,196,0.9370629370629372,0.021488773200543227
stratified_proportional,20,197,0.9510489510489512,0.004977780292741813
stratified_proportional,20,198,0.9737317909903013,0.004141964689904939
stratified_proportional,20,199,0.9684270140350553,0.0014366455409687666
stratified_proportional,25,0,0.9702291586486097,0.0006221916402595465
stratified_proportional,25,1,0.9510489510489512,0.008003978874302087
stratified_proportional,25,2,0.9790209790209792,0.0022550994416779897
stratified_proportional,25,3,0.965034965034965,0.0008958937679191195
stratified_proportional,25,4,0.9632238939652261,0.0030764327750113156
stratified_proportional,25,5,0.9842396880153765,0.0018263902218198262
stratified_proportional,25,6,0.9930069930069931,0.0034556668175645083
stratified_proportional,25,7,0.99124495269876,0.009359553342387202
stratified_proportional,25,8,0.9562186292818428,0.0010481774558623801
stratified_proportional,25,9,0.965034965034965,0.03273634766862833
stratified_proportional,25,10,0.9702291586486097,0.007772035611890747
stratified_proportional,25,11,0.9860139860139862,0.0015007164629545803
stratified_proportional,25,12,0.9790209790209792,0.0018327448317489046
stratified_proportional,25,13,0.9930069930069931,0.000850730647351742
stratified_proportional,25,14,0.9930069930069931,0.0012587873849403991
stratified_proportional,25,15,0.9632238939652261,0.0019380497962879148
stratified_proportional,25,16,0.9860139860139862,0.014346560434585784
stratified_proportional,25,17,0.9720279720279721,0.014169312207635424
stratified_proportional,25,18,0.99124495269876,0.003529652633167345
stratified_proportional,25,19,0.9300699300699302,0.0022167448317489073
stratified_proportional,25,20,0.9246949382066171,0.0015572271012524548
stratified_proportional,25,21,0.9790209790209792,0.003403014335295006
stratified_proportional,25,22,0.9720279720279721,0.0012930568884864967
stratified_proportional,25,23,0.9720279720279721,0.010861283838841116
stratified_proportional,25,24,0.9702291586486097,0.0021758937679191223
stratified_proportional,25,25,0.99124495269876,0.00385237603742267
stratified_proportional,25,26,0.9597212616235344,0.009871553342387195
stratified_proportional,25,27,0.965034965034965,0.018376971782103523
stratified_proportional,25,28,0.9580419580419581,0.006302532065791458
stratified_proportional,25,29,0.9352028352316922,0.00811291504451486
stratified_proportional,25,30,0.9510489510489512,0.0021870143352950015
stratified_proportional,25,31,0.9790209790209792,0.0007933122076354371
stratified_proportional,25,32,0.9436853723733583,0.0010352412856496156
stratified_proportional,25,33,0.9790209790209792,0.0003521207182737285
stratified_proportional,25,34,0.9492133645984593,0.0037200639806850787
stratified_proportional,25,35,0.9790209790209792,0.0012737661083446494
stratified_proportional,25,36,0.9790209790209792,0.0010622483778482026
stratified_proportional,25,37,0.9930069930069931,0.0070512412856496105
stratified_proportional,25,38,0.9492133645984593,0.0032182767466425225
stratified_proportional,25,39,0.9580419580419581,0.0018105036969971358
stratified_proportional,25,40,0.9720279720279721,0.003713028519692168
stratified_proportional,25,41,0.9860139860139862,0.0027021916402595425
stratified_proportional,25,42,0.9510489510489512,0.0038934540516070634
stratified_proportional,25,43,0.9527159969401509,0.003690560434585785
stratified_proportional,25,44,0.9930069930069931,0.008360517881394294
stratified_proportional,25,45,0.965034965034965,0.0045468441225290515
stratified_proportional,25,46,0.9580419580419581,0.0025483192998340134
stratified_proportional,25,47,0.9772344233319931,0.015501510789195714
stratified_proportional,25,48,0.9160839160839163,0.005153482420401383
stratified_proportional,25,49,0.9352028352316922,0.003807212916855292
stratified_proportional,25,50,0.9842396880153765,0.003913879583521961
stratified_proportional,25,51,0.9720279720279721,0.0008384753282028031
stratified_proportional,25,52,0.965034965034965,0.0010282058246567066
stratified_proportional,25,53,0.9772344233319931,0.00399036185302551
stratified_proportional,25,54,0.9860139860139862,0.001340489512599968
stratified_proportional,25,55,0.9790209790209792,0.003166078165082235
stratified_proportional,25,56,0.99124495269876,0.0012254256828127328
stratified_proportional,25,57,0.9720279720279721,0.0019065036969971307
stratified_proportional,25,58,1.0,0.004592461143805642
stratified_proportional,25,59,0.965034965034965,0.0010785888033801102
stratified_proportional,25,60,0.965034965034965,0.01654661717217444
stratified_proportional,25,61,0.9370629370629372,0.0030131136260751444
stratified_proportional,25,62,0.9527159969401509,0.0037929150445148627
stratified_proportional,25,63,0.9772344233319931,0.0072970285196921674
stratified_proportional,25,64,0.9807370556736849,0.0061804327750113125
stratified_proportional,25,65,0.9790209790209792,0.008653510789195719
stratified_proportional,25,66,0.9772344233319931,0.002797510789195713
stratified_proportional,25,67,0.9281975705483089,0.0020626455409687694
stratified_proportional,25,68,0.9720279720279721,0.006593709370755999
stratified_proportional,25,69,0.9667265263069179,0.01415319873245812
stratified_proportional,25,70,0.9510489510489512,0.011899127810472322
stratified_proportional,25,71,0.9580419580419581,0.0031159221367134463
stratified_proportional,25,72,0.965034965034965,0.0009971136260751468
stratified_proportional,25,73,0.9790209790209792,0.001588546250188624
stratified_proportional,25,74,0.9702291586486097,0.0011702767466425224
stratified_proportional,25,75,0.9842396880153765,0.008962844122529047
stratified_proportional,25,76,0.9790209790209792,0.0013014540516070622
stratified_proportional,25,77,0.99124495269876,0.0032924895125999716
stratified_proportional,25,78,0.99124495269876,0.006674503696997131
stratified_proportional,25,79,0.9141870411815418,0.0017158653991247881
stratified_proportional,25,80,0.9982502173821435,0.0013239221367134471
stratified_proportional,25,81,0.9790209790209792,0.0021931419948694737
stratified_proportional,25,82,0.9702291586486097,0.004704801569337563
stratified_proportional,25,83,0.965034965034965,0.005719042704089329
stratified_proportional,25,84,0.9510489510489512,0.018150021427493588
stratified_proportional,25,85,0.9702291586486097,0.00236335476082692
stratified_proportional,25,86,0.9597212616235344,0.03569373773955032
stratified_proportional,25,87,0.9860139860139862,0.0008071561792666358
stratified_proportional,25,88,0.9580419580419581,0.006377425682812737
stratified_proportional,25,89,0.9580419580419581,0.001866333484231174
stratified_proportional,25,90,0.9720279720279721,0.0005452554700467756
stratified_proportional,25,91,0.9930069930069931,0.0023032129168552855
stratified_proportional,25,92,0.9930069930069931,0.0013155249735928834
stratified_proportional,25,93,0.9860139860139862,0.004999837030330469
stratified_proportional,25,94,0.9527159969401509,0.0014212838388411074
stratified_proportional,25,95,0.9720279720279721,0.004607439867209906
stratified_proportional,25,96,0.9720279720279721,0.017871780292741817
stratified_proportional,25,97,0.9580419580419581,0.007387354760826917
stratified_proportional,25,98,0.9790209790209792,0.00734196468990493
stratified_proportional,25,99,0.9667265263069179,0.0015758370303304633
stratified_proportional,25,100,0.9702291586486097,0.0028948724913233706
stratified_proportional,25,101,0.9230769230769231,0.01146837603742266
stratified_proportional,25,102,0.9632238939652261,0.0014516951863588377
stratified_proportional,25,103,0.9440559440559443,0.0110006313565716
stratified_proportional,25,104,0.9510489510489512,0.017902645540968765
stratified_proportional,25,105,0.9300699300699302,0.0020304185906141517
stratified_proportional,25,106,0.99124495269876,0.0013575107891957176
stratified_proportional,25,107,0.9702291586486097,0.0022832412856496147
stratified_proportional,25,108,0.9807370556736849,0.006563298023238271
stratified_proportional,25,109,0.9580419580419581,0.00707552497359288
stratified_proportional,25,110,0.9790209790209792,0.0004996384487701806
stratified_proportional,25,111,0.9720279720279721,0.02502956752678436
stratified_proportional,25,112,0.9860139860139862,0.0009728299381318836
stratified_proportional,25,113,0.9737317909903013,0.001209312207635431
stratified_proportional,25,114,0.9597212616235344,0.011888915044514869
stratified_proportional,25,115,0.9772344233319931,0.005163468236004227
stratified_proportional,25,116,0.9930069930069931,0.0008216810019616707
stratified_proportional,25,117,0.9141870411815418,0.002653170363663798
stratified_proportional,25,118,0.965034965034965,0.008306049796287915
stratified_proportional,25,119,0.9632238939652261,0.0077073547608269176
stratified_proportional,25,120,0.9790209790209792,0.0015672129168552845
stratified_proportional,25,121,0.9720279720279721,0.0061665888033801035
stratified_proportional,25,122,0.965034965034965,0.0020969150445148605
stratified_proportional,25,123,0.9790209790209792,0.00591671646295458
stratified_proportional,25,124,0.9649182205059428,0.0005945036969971305
stratified_proportional,25,125,0.9930069930069931,0.007415042704089336
stratified_proportional,25,126,0.9860139860139862,0.0035593831296212453
stratified_proportional,25,127,0.9790209790209792,0.003914560434585788
stratified_proportional,25,128,0.9510489510489512,0.0031971703636637996
stratified_proportional,25,129,0.9720279720279721,0.006671099441677974
stratified_proportional,25,130,0.9300699300699302,0.004169425682812731
stratified_proportional,25,131,0.9790209790209792,0.020461510789195714
stratified_proportional,25,132,0.9930069930069931,0.007912290931039685
stratified_proportional,25,133,0.99124495269876,0.006638645540968762
stratified_proportional,25,134,0.9720279720279721,0.0009984753282028065
stratified_proportional,25,135,0.9790209790209792,0.0007985320657914594
stratified_proportional,25,136,0.9597212616235344,0.0029829292289120317
stratified_proportional,25,137,0.965034965034965,0.0023819646899049334
stratified_proportional,25,138,0.9930069930069931,0.0010781349026708937
stratified_proportional,25,139,0.9580419580419581,0.007189907952316278
stratified_proportional,25,140,0.9720279720279721,0.010158872491323377
stratified_proportional,25,141,0.9580419580419581,0.0038489717821035218
stratified_proportional,25,142,0.8631632081616797,0.0009412838388411044
stratified_proportional,25,143,0.9300699300699302,0.010845851214727623
stratified_proportional,25,144,0.9440559440559443,0.0015989859665006797
stratified_proportional,25,145,0.9860139860139862,0.024732716462954576
stratified_proportional,25,146,0.9090909090909092,0.0029314114984155745
stratified_proportional,25,147,0.9580419580419581,0.0015152412856496145
stratified_proportional,25,148,0.965034965034965,0.012468546250188617
stratified_proportional,25,149,0.9860139860139862,0.005788489512599967
stratified_proportional,25,150,0.9440559440559443,0.004670305115436851
stratified_proportional,25,151,0.9527159969401509,0.0015429292289120277
stratified_proportional,25,152,0.9702291586486097,0.0020342767466425275
stratified_proportional,25,153,0.9300699300699302,0.001911723555153161
stratified_proportional,25,154,0.99124495269876,0.0037740781650822397
stratified_proportional,25,155,0.9510489510489512,0.004143553342387201
stratified_proportional,25,156,0.9860139860139862,0.021701113626075158
stratified_proportional,25,157,0.9720279720279721,0.00912443277501133
stratified_proportional,25,158,0.965034965034965,0.0015345320657914618
stratified_proportional,25,159,0.9580419580419581,0.0036987306473517377
stratified_proportional,25,160,0.9230769230769231,0.0019380497962879096
stratified_proportional,25,161,0.9930069930069931,0.0008239505055077727
stratified_proportional,25,162,0.9562186292818428,0.01470468809416025
stratified_proportional,25,163,0.9790209790209792,0.003513539157990042
stratified_proportional,25,164,0.9860139860139862,0.00030173773955032354
stratified_proportional,25,165,0.9702291586486097,0.0027019646899049316
stratified_proportional,25,166,0.9790209790209792,0.0011205746189829461
stratified_proportional,25,167,0.9790209790209792,0.008697539157990035
stratified_proportional,25,168,0.9580419580419581,0.0008032980232382663
stratified_proportional,25,169,0.9772344233319931,0.005304177455862382
stratified_proportional,25,170,0.9930069930069931,0.010957056888486494
stratified_proportional,25,171,0.99124495269876,0.0006739363211106103
stratified_proportional,25,172,0.9790209790209792,0.004619014335294995
stratified_proportional,25,173,0.965034965034965,0.00243439022181983
stratified_proportional,25,174,0.9860139860139862,0.008880688094160254
stratified_proportional,25,175,0.9807370556736849,0.01053243277501132
stratified_proportional,25,176,0.9859709816806179,0.0011114966047985535
stratified_proportional,25,177,0.9440559440559443,0.0010513547608269214
stratified_proportional,25,178,0.9352028352316922,0.0014405746189829483
stratified_proportional,25,179,0.9632238939652261,0.001003014335295005
stratified_proportional,25,180,0.9772344233319931,0.006603468236004215
stratified_proportional,25,181,0.9720279720279721,0.001926929228912027
stratified_proportional,25,182,0.9440559440559443,0.002006588803380111
stratified_proportional,25,183,0.9597212616235344,0.012781737739550332
stratified_proportional,25,184,0.9790209790209792,0.007331751923947493
stratified_proportional,25,185,0.9580419580419581,0.010009085257280824
