method,budget,draw,rho_all_global,rho_all_per_env,rho_new_global,rho_new_per_env
random,5,115,0.9492133645984593,0.8510921907060242,0.753702346348183,0.9642339517331526
random,5,116,0.7060180864974626,0.6645036607820759,0.9276336570439175,0.9334720239434359
random,5,117,0.9556204403096967,0.9098704516341752,0.942857142857143,0.9642339517331526
random,5,118,0.8721554530812411,0.6900572058089414,0.7714285714285715,0.21769687621903674
random,5,119,0.9024243712232556,0.48542871333959403,0.8986451052612952,0.9348267088582598
random,5,120,0.9682522850541008,0.8880087417471558,0.9276336570439175,0.9198845266878077
random,5,121,0.9136157704280913,0.8320921863469044,0.8857142857142858,0.8110662466062716
random,5,122,0.9403566658021552,0.7282384338057671,0.8857142857142858,0.660212929734352
random,5,123,0.8853959782913163,0.6596004863861311,0.8285714285714287,0.6126536977599707
random,5,124,0.8471119499577373,0.64176751583911,0.9121593238215745,0.5416642951907413
random,5,125,0.8771739862544231,0.6427560835879333,0.8804062740424288,0.537220726823624
random,5,126,0.9103817221537509,0.7401477654790947,0.9276336570439175,0.7311306411631647
random,5,127,0.9235287091052666,0.5676013922264205,0.8116794499134279,0.5019728189185543
random,5,128,0.9344000379201426,0.7210807185244685,0.8406680016960503,0.8804062740424288
random,5,129,0.913643367603167,0.8146006495010977,0.942857142857143,0.7973573901751442
random,5,130,0.8511396590310907,0.5403296926150424,0.6,-0.2192042170920704
random,5,131,0.924198192479382,0.8268092722417995,0.7356123579206245,0.6473388749701496
random,5,132,0.6842147381769412,0.6287894207415974,0.48571428571428577,0.6563079064167178
random,5,133,0.9665278806845445,0.7662734416719038,0.9411239481143202,0.5788482605986572
random,5,134,0.9333390787439302,0.852021055755702,0.942857142857143,0.7407536766542829
random,5,135,0.8947423499236925,0.8556758429573201,0.8986451052612952,0.8201322156585698
random,5,136,0.8736895887490173,0.4479382946322182,0.6,-0.14451706754362598
random,5,137,0.898251143452805,0.7459745706160624,0.8285714285714287,0.7778939812020762
random,5,138,0.8390024476429815,0.6895723448652133,0.753702346348183,0.5436348925342279
random,5,139,0.8756580854229328,0.6947367417576005,0.7142857142857143,0.582910752981585
random,5,140,0.9117120056348833,0.793797984900662,0.8986451052612952,0.702016999000298
random,5,141,0.8988715193680459,0.7747603554377698,0.8406680016960503,0.6479755373295214
random,5,142,0.8666720016907923,0.5262593450119115,0.8285714285714287,0.47859307538221413
random,5,143,0.9877114437266564,0.9308688931091886,0.9276336570439175,0.9569327276561836
random,5,144,0.9071817764981586,0.7205123801919685,0.9276336570439175,0.29640927909218795
random,5,145,0.9263214916857051,0.8405877757700083,0.8406680016960503,0.6022358261691071
random,5,146,0.6267761055315589,0.34537040107711325,-0.1449427589131121,0.1655360592208677
random,5,147,0.8728405635341712,0.8520315789122582,0.9856107606091623,0.9079372368276575
random,5,148,0.7709688525804979,0.8958740628965343,0.3188740696088466,0.7396612832615819
random,5,149,0.8308192634035797,0.7842103101247978,0.6982532518267538,0.4652124968413145
random,5,150,0.9593656679799492,0.9487453838325697,0.8827348295047495,0.9710083124552245
random,5,151,0.8892917980884131,0.8508632357895922,0.942857142857143,0.9493225526306476
random,5,152,0.8905094008526766,0.4921063632341604,0.7589709258986453,0.9343788025791189
random,5,153,0.8315840663996671,0.6841206384919701,0.3714285714285715,0.5682293519080797
random,5,154,0.8736895887490173,0.6718139100110205,0.8116794499134279,0.556130368000706
random,5,155,0.8596544146325672,0.6842108105254768,0.8285714285714287,0.5778922025022871
random,5,156,0.8070225116958795,0.8164958669022436,0.6,0.6750116233202056
random,5,157,0.980637776752932,0.8793785551453634,0.9411239481143202,0.9411239481143202
random,5,158,0.7508818152300792,0.6515411850991915,0.46381682852195877,0.39662429874335525
random,5,159,0.7775843798555645,0.7572088991616801,0.3188740696088466,0.43028645300209306
random,5,160,0.7979021271386156,0.607878032225589,0.7650368522374495,0.2118278864984863
random,5,161,0.9473742528603802,0.8157863179581947,0.8857142857142858,0.82073778141718
random,5,162,0.9736514943497644,0.48263806739891973,0.9710083124552245,0.8554067503577873
random,5,163,0.8752318487115212,0.7583340260367967,0.942857142857143,0.7906831779245191
random,5,164,0.9087775240401426,0.8722975487787732,0.8116794499134279,0.7091662620069012
random,5,165,0.9366429442213183,0.9228446345868909,0.942857142857143,0.9633673543617413
random,5,166,0.9824621881515054,0.7332556854396691,0.9276336570439175,0.7825846173993898
random,5,167,0.9166357786440943,0.6911686032147839,0.8804062740424288,0.8116794499134279
random,5,168,0.9136157704280913,0.9228592900304471,0.8986451052612952,0.8017625706312435
random,5,169,0.6996859578128174,0.6606321365231156,-0.18516401995451032,-0.02132862559556025
random,5,170,0.9030333483768006,0.6565147840964309,0.9276336570439175,0.33394720739540396
random,5,171,0.9244416715306428,0.9056693243808438,0.9856107606091623,0.841932006217958
random,5,172,0.6690027772631207,0.5491465722058287,0.6,0.5329522003588999
random,5,173,0.876439947839624,0.5401483183974186,0.8285714285714287,0.4736324097984004
random,5,174,0.9559454586332539,0.9349414190322892,0.9856107606091623,0.8105295017040595
random,5,175,0.9052687305110301,0.64557342403538,0.942857142857143,0.36187464616298576
random,5,176,0.8736082383428198,0.7423174998469912,0.6571428571428573,0.8857142857142859
random,5,177,0.7844963769416436,0.7774844652542813,0.5507824838698261,0.6022941776615662
random,5,178,0.9771103027358352,0.6998363204693777,0.9276336570439175,0.8236559058590599
random,5,179,0.8818685042742194,0.4834670129527918,0.6571428571428573,0.8986451052612952
random,5,180,0.8591762345488786,0.6275484714803823,0.8696565534786727,0.8986451052612952
random,5,181,0.9684270140350553,0.84488389473769,0.9856107606091623,0.825070129149621
random,5,182,0.9385016209075346,0.8391693010801606,0.753702346348183,0.7061878636037996
random,5,183,0.9176896735232337,0.7963258677515334,0.753702346348183,0.9153825076688394
random,5,184,0.7125497514535692,0.8253137393937922,0.2898855178262242,0.7523474161771211
random,5,185,0.6714981658431259,0.6241685007248929,0.8196885999705371,0.8931391014214184
random,5,186,0.7346323549426022,0.399777769223977,0.6957252427829382,0.3913402640349218
random,5,187,0.9490465829402037,0.904650752180244,0.9276336570439175,0.8495311142362445
random,5,188,0.8736895887490173,0.8457951997482075,0.8285714285714287,0.8601579234935096
random,5,189,0.8756580854229328,0.6866665628607964,0.6,0.4084553801619293
random,5,190,0.9700553547016413,0.8258180783054179,1.0,0.7249748478471265
random,5,191,0.9734491798677136,0.8910572186167768,0.9856107606091623,0.8722908432539038
random,5,192,0.9160839160839163,0.8162463640068154,0.6571428571428573,0.8530970133532042
random,5,193,0.900176511814775,0.9007487283056124,0.8857142857142858,0.9127959861809463
random,5,194,0.9111762845610993,0.7237492839151769,0.8827348295047495,0.9710083124552245
random,5,195,0.8873459471570384,0.6596231297744093,0.8986451052612952,0.677811576871906
random,5,196,0.9947414184151023,0.7239240114235532,1.0,0.942857142857143
random,5,197,0.8861659824480081,0.7778783768015441,0.5507824838698261,0.5517469861094151
random,5,198,0.9335276156652562,0.7430791001035888,0.8827348295047495,0.9710083124552245
random,5,199,0.9277256664964789,0.8240632647928772,0.942857142857143,0.779749099395862
random,10,0,0.9106844088398501,0.9168643835542677,0.8116794499134279,0.9565511392388398
random,10,1,0.9667265263069179,0.9098736429196389,1.0,0.797693182096419
random,10,2,0.8386016534578921,0.8385536764639836,1.0,0.6547101422093431
random,10,3,0.9090909090909092,0.7923740570164574,0.942857142857143,0.7967131740670386
random,10,4,0.9720279720279721,0.8200294703558505,1.0,0.7411949105676534
random,10,5,0.965034965034965,0.8857593045177659,0.942857142857143,0.5599132299114526
random,10,6,0.9684270140350553,0.9228457452388401,0.942857142857143,0.8798055440208229
random,10,7,0.9562186292818428,0.813095979039145,0.942857142857143,0.4541539779277513
random,10,8,0.9860139860139862,0.9021230007575013,1.0,0.8729935155466522
random,10,9,0.9325319787305002,0.9362898236220287,1.0,0.9083079558555025
random,10,10,0.9649182205059428,0.8104588937971989,0.942857142857143,0.8106950725902685
random,10,11,0.9648126568294783,0.7750193494762562,0.942857142857143,0.5038903452263633
random,10,12,0.924198192479382,0.7316476459576243,0.7714285714285715,0.6375355777548621
random,10,13,0.8251748251748254,0.8132514899974647,0.3142857142857143,0.5413971030550161
random,10,14,0.9193039046274801,0.8539577361425904,0.9276336570439175,0.7159289957473532
random,10,15,0.9824621881515054,0.9053442963597752,0.9276336570439175,0.7515843320521984
random,10,16,0.9930069930069931,0.6632335776559,1.0,0.45106104028210775
random,10,17,0.8861659824480081,0.8838605293100418,0.6667366910003157,0.7979889258884408
random,10,18,0.9510489510489512,0.8981903314223759,0.942857142857143,0.8502221440565404
random,10,19,0.9176896735232337,0.8496046214112987,0.8285714285714287,0.8246715182837691
random,10,20,0.9488905105990603,0.6793244979198846,0.942857142857143,0.8857142857142858
random,10,21,0.9492133645984593,0.813524888920619,0.942857142857143,0.8355160573295309
random,10,22,0.9841652507700289,0.9252355774238779,0.942857142857143,0.8611871561241807
random,10,23,0.8721554530812411,0.7655345757467579,1.0,0.7526015312986711
random,10,24,0.9510489510489512,0.8716294026004405,1.0,0.8554591244194345
random,10,25,0.938705467573384,0.7944276879284065,0.8285714285714287,0.5140223013483401
random,10,26,0.9440559440559443,0.8610649674211656,0.8857142857142858,0.8388521167174888
random,10,27,0.9507278005253983,0.8378277553054257,0.6982532518267538,0.5789744035129089
random,10,28,0.9422080999150758,0.9595774072802268,0.8116794499134279,0.8722908432539038
random,10,29,0.9211923058649254,0.8418564386010017,0.7826908981308054,0.7500646541536504
random,10,30,0.965034965034965,0.8376155819333494,1.0,0.6947900933536135
random,10,31,0.9632238939652261,0.9507135537688695,0.942857142857143,0.8695123104511051
random,10,32,0.9403566658021552,0.594773599498758,0.8986451052612952,0.2945561927500631
random,10,33,0.8947423499236925,0.6564354001863524,0.942857142857143,0.3685477235950012
random,10,34,0.9562186292818428,0.8433347746996466,0.942857142857143,0.8058286351263403
random,10,35,0.9492133645984593,0.9421250226024075,0.942857142857143,0.9275142326473539
random,10,36,0.938705467573384,0.8457780630604982,0.8857142857142858,0.7848455309235236
random,10,37,0.9368478722730427,0.8293036394914667,0.942857142857143,0.7966387869026414
random,10,38,0.9440559440559443,0.8625894715752777,0.942857142857143,0.7718244276087654
random,10,39,0.9438654593312678,0.8284173555067441,0.942857142857143,0.7353849271031997
random,10,40,0.9580419580419581,0.6911646351460243,1.0,0.5477411372951245
random,10,41,0.965034965034965,0.699186939073528,1.0,0.5481770798293271
random,10,42,0.9718550849815182,0.7782097426512382,1.0,0.7441870852668006
random,10,43,0.9525615702844266,0.8795417234723023,0.8696565534786727,0.8534597565510902
random,10,44,0.9541172151992964,0.8056030784474055,0.8696565534786727,0.7061134144709116
random,10,45,0.9579006334477178,0.8025333958649515,0.9856107606091623,0.7103102447138653
random,10,46,0.900176511814775,0.8626457535252529,0.8285714285714287,0.867919020275577
random,10,47,0.8861659824480081,0.7075811972140923,0.9276336570439175,0.5781375490691048
random,10,48,0.9667265263069179,0.7776164873544197,0.8857142857142858,0.7928009876779828
random,10,49,0.9667265263069179,0.9522150073918356,0.942857142857143,0.9166190448976482
random,10,50,0.9667265263069179,0.7602627137863603,1.0,0.9203340008480252
random,10,51,0.980637776752932,0.8032916099300254,0.9856107606091623,0.3504782765966845
random,10,52,0.9160839160839163,0.8962443117437718,0.8285714285714287,0.82932660447139
random,10,53,0.9211923058649254,0.7952858810091078,1.0,0.8967264666238659
random,10,54,0.9090909090909092,0.7682102404387966,0.7714285714285715,0.7688858859123847
random,10,55,0.9440559440559443,0.5842285434164572,1.0,0.4970629628488923
random,10,56,0.9597212616235344,0.7317323847838696,0.8986451052612952,0.9557154301908569
random,10,57,0.9440559440559443,0.7848005563158843,1.0,0.7053444795947105
random,10,58,0.8161133356141735,0.7078944136916842,0.753702346348183,0.3766119920282683
random,10,59,0.7740817475138726,0.6866231366938811,0.8285714285714287,0.5563161908828076
random,10,60,0.9014308034611184,0.9038505762921201,0.6667366910003157,0.7690003741058185
random,10,61,0.9510489510489512,0.8733062045416049,0.942857142857143,0.8483502432077977
random,10,62,0.8881118881118882,0.8284502321901757,0.942857142857143,0.7720725466651536
random,10,63,0.9597212616235344,0.8481539877157217,0.9856107606091623,0.7294393538748961
random,10,64,0.9632238939652261,0.5333618475065244,0.942857142857143,0.44049783728697606
random,10,65,0.8581449237144743,0.7856060948491065,0.8285714285714287,0.8585679337604647
random,10,66,0.9176896735232337,0.6708877584448952,0.7714285714285715,0.8686592447057088
random,10,67,0.9176896735232337,0.5114243333233665,0.942857142857143,0.97056197405716
random,10,68,1.0,0.7019702117330239,1.0,0.9566222088265399
random,10,69,0.8561456211034547,0.7996930507616725,0.8696565534786727,0.5671206383292219
random,10,70,0.9577702286774382,0.8853185862150698,0.9856107606091623,0.6812309668916269
random,10,71,0.8028368093325585,0.7683009703820828,0.3714285714285715,0.5884430993645647
random,10,72,0.9155156597651983,0.7600350912195246,0.7589709258986453,0.4061567080924826
random,10,73,0.9020979020979022,0.7343861779556967,0.5428571428571429,0.3898951508588247
random,10,74,0.9422080999150758,0.9290134152757369,0.8986451052612952,0.8587510987882151
random,10,75,0.9614094269768303,0.6269646902634566,0.942857142857143,0.21235503288802937
random,10,76,0.9020979020979022,0.7917438949017521,0.8857142857142858,0.20291986247835697
random,10,77,0.9860139860139862,0.7065448818349528,0.942857142857143,0.3440443626520595
random,10,78,0.938705467573384,0.8306062258930266,0.9276336570439175,0.7683185066168762
random,10,79,0.9052687305110301,0.7639303447873917,0.942857142857143,0.7928009876779828
random,10,80,0.9457107322567676,0.7392210742491111,0.8857142857142858,0.7247137945655606
random,10,81,0.9580419580419581,0.5021392702566847,0.8857142857142858,0.00582168738709099
random,10,82,0.8791607177646247,0.49005158463593407,0.942857142857143,0.8781025428076732
random,10,83,0.83601134205196,0.7191423782911966,0.6982532518267538,0.28586763414195177
random,10,84,0.9136157704280913,0.6547402003399174,0.8857142857142858,0.5505856760756856
random,10,85,0.965034965034965,0.8850556119414759,0.942857142857143,0.7903026410374181
random,10,86,0.9790209790209792,0.7817813021812065,1.0,0.8917625722765966
random,10,87,0.9492133645984593,0.8056510210870664,0.942857142857143,0.6882705951798433
random,10,88,0.9577702286774382,0.7234035242978057,0.8857142857142858,0.6470413160381067
random,10,89,0.9579006334477178,0.6962581102302955,1.0,0.6237990626177765
random,10,90,0.9171432444451882,0.9085940255824397,0.8196885999705371,0.797602279517132
random,10,91,0.9211923058649254,0.8368794864766426,0.942857142857143,0.8698947040694892
random,10,92,0.965034965034965,0.8090014314785391,1.0,0.826173725804739
random,10,93,0.9700553547016413,0.9151566914769033,1.0,0.9079462579116675
random,10,94,0.9754446010932804,0.8793484918088338,1.0,0.8551622775873615
random,10,95,0.8350928599287796,0.7587937756522471,0.9276336570439175,0.6299990088615834
random,10,96,0.9580419580419581,0.8209259759675659,0.8857142857142858,0.7191507492957024
random,10,97,0.9435159128081931,0.5762829745197339,0.8986451052612952,0.052091879353510284
random,10,98,0.9366429442213183,0.6663072499828072,0.942857142857143,0.5792756236722142
random,10,99,0.9352028352316922,0.7277363848055028,0.8986451052612952,0.7740146507695588
random,10,100,0.9368478722730427,0.928047947705844,1.0,0.8857142857142859
random,10,101,0.9436853723733583,0.7886839037064336,0.9411239481143202,0.7423502126928435
random,10,102,0.9648126568294783,0.9004787290688019,0.942857142857143,0.9131393811526063
random,10,103,0.9702291586486097,0.8676213247708553,0.9276336570439175,0.7482536069179336
random,10,104,0.8979095893850985,0.7461507848157379,0.8696565534786727,0.7094782113250614
random,10,105,0.9790209790209792,0.8461381434569817,0.942857142857143,0.7345506806808121
random,10,106,0.912286317569255,0.7380374097806602,0.8986451052612952,0.4007992401609561
random,10,107,0.9312531405135757,0.7602913487829043,0.9121593238215745,0.754427667441949
random,10,108,0.9403566658021552,0.6619802064607833,0.8116794499134279,0.6252315321236654
random,10,109,0.99124495269876,0.8461255312132936,0.9856107606091623,0.9419905454857316
random,10,110,0.8791607177646247,0.7957353195887019,0.753702346348183,0.44245394469030314
random,10,111,0.9347806145306725,0.8802647230812092,0.8285714285714287,0.8972571869869773
random,10,112,0.9020979020979022,0.7484358178968306,0.7142857142857143,0.7458806098550689
random,10,113,0.9684270140350553,0.9440530697480503,0.942857142857143,0.8943348320789587
random,10,114,0.8631632081616797,0.8574000998442675,0.8285714285714287,1.0
random,10,115,0.9842396880153765,0.6952862374384529,0.942857142857143,0.2178896130733212
random,10,116,0.9579006334477178,0.8245209041517563,0.9710083124552245,0.5327431467656386
random,10,117,0.9525615702844266,0.7793634735325501,0.9710083124552245,0.5022724683586993
random,10,118,0.9510489510489512,0.8659806692052539,0.942857142857143,0.5474034743951848
random,10,119,0.8756580854229328,0.7289304658962371,0.8986451052612952,0.47847185478653476
random,10,120,0.8771983822781297,0.6456544089475315,0.8285714285714287,0.48326826791681404
random,10,121,0.9684270140350553,0.7334869773178179,0.9856107606091623,0.50156703590482
random,10,122,0.9877114437266564,0.7952376037162717,0.9856107606091623,0.522057633570575
random,10,123,0.9632238939652261,0.8207587224389349,0.942857142857143,0.9566222088265399
random,10,124,0.9488905105990603,0.9026170275656208,0.8285714285714287,0.7826908981308054
random,10,125,0.900176511814775,0.7523169296915744,0.942857142857143,0.8809857551243959
random,10,126,0.8861659824480081,0.7205254103352857,0.8696565534786727,0.8369529074400922
random,10,127,0.9071817764981586,0.7452347124656572,0.7714285714285715,0.8337854687113517
random,10,128,0.9577702286774382,0.8169556381738133,0.8857142857142858,0.8019125526994685
random,10,129,0.9737317909903013,0.9366077738972891,0.942857142857143,0.8551622775873615
random,10,130,0.9230769230769231,0.7578679075769855,0.942857142857143,0.854638715421754
random,10,131,0.8601398601398602,0.7636500569261456,1.0,0.8189062381605335
random,10,132,0.9772344233319931,0.7816395060148444,1.0,0.7915540106709997
random,10,133,0.9193039046274801,0.739576971051671,0.7142857142857143,0.8079643556574698
random,10,134,0.9230769230769231,0.7764414338893387,0.942857142857143,0.7997647718064563
random,10,135,0.9877423203570683,0.7666622040216513,1.0,0.04348282767393358
random,10,136,0.9894797752097304,0.8112849879117437,0.9856107606091623,0.6293233553931098
random,10,137,0.9230769230769231,0.8353607974986161,0.942857142857143,0.7225153470424758
random,10,138,0.9702291586486097,0.7854388514208873,0.942857142857143,0.8778561641273714
random,10,139,0.9193039046274801,0.904345479591869,0.8857142857142858,0.8978349185679183
