feature,u_statistic,p_value,significant,effect_size_r,success_median,failure_median,median_diff
thought_to_action_ratio,8432.0,0.0013756700311552807,True,-0.22879626930923935,1.1,0.0,1.1
assistant_steps_to_first_tool_call,6204.0,0.0020349896014062534,True,0.09589041095890416,3.0,3.0,0.0
steps_to_first_tool_call,6204.0,0.0020349896014062534,True,0.09589041095890416,4.0,4.0,0.0
most_used_tool_ratio,8356.0,0.00398529099144912,True,-0.21772078111337811,0.6,0.5,0.09999999999999998
invalid_tool_errors,6298.0,0.004464738895118122,True,0.0821917808219178,0.0,0.0,0.0
syntax_error_count,6298.0,0.004480892002896847,True,0.0821917808219178,0.0,0.0,0.0
validation_after_error_rate,6392.0,0.009771612199496488,True,0.06849315068493156,0.0,0.0,0.0
early_final_answer_count,6486.0,0.021431898479908076,True,0.0547945205479452,0.0,0.0,0.0
wrong_reasoning_count,6463.5,0.036395897605558704,True,0.058073447974351544,0.0,0.0,0.0
has_tool_error_in_first_step,6580.0,0.04738746474615591,True,0.04109589041095896,0.0,0.0,0.0
execution_errors,6580.0,0.04740850655452168,True,0.04109589041095896,0.0,0.0,0.0
neutral_marker_ratio,7858.0,0.05613583297881173,False,-0.14514718740891874,0.16666666666666666,0.05172413793103448,0.11494252873563218
avg_message_length,5868.0,0.058430884190929594,False,0.14485572719323814,1444.4375,1379.2857142857142,65.15178571428578
avg_assistant_message_length,5868.0,0.058430884190929594,False,0.14485572719323814,1444.4375,1379.2857142857142,65.15178571428578
hallucination_count,6627.0,0.07098671833954277,False,0.03424657534246578,0.0,0.0,0.0
inefficient_tool_call_count,6627.0,0.07100173196700202,False,0.03424657534246578,0.0,0.0,0.0
completion_tokens,5954.0,0.08385927772592087,False,0.1323229379189741,392.0,458.0,-66.0
non_sense_count,6674.0,0.10725385416363852,False,0.0273972602739726,0.0,0.0,0.0
question_count,7308.0,0.11569917418830881,False,-0.06499562809676473,0.0,0.0,0.0
wrong_planning_count,6609.5,0.12268269176404949,False,0.03679685222967066,0.0,0.0,0.0
missing_validation_count,6935.0,0.2158143625958574,False,-0.010638297872340496,0.0,0.0,0.0
thought_count,6306.0,0.2574166820497036,False,0.0810259399591956,3.0,0.0,3.0
backtrack_after_error_rate,6768.0,0.258017691614714,False,0.013698630136986356,0.0,0.0,0.0
tool_latency_mean,7396.0,0.3095249206206365,False,-0.07781987758670939,0.0017193882829613155,0.0016199328005313874,9.945548242992807e-05
validation_to_total_ratio,6364.0,0.3421748994388726,False,0.07257359370445937,0.125,0.16666666666666666,-0.04166666666666666
action_count,6404.0,0.35074597311944244,False,0.06674438939084815,2.0,0.0,2.0
tool_latency_max,6384.0,0.3630600378156965,False,0.06965899154765376,0.0024635717272758484,0.0035284385085105896,-0.0010648667812347412
reasoning_statement_count,6502.0,0.4867522005596798,False,0.05246283882250069,2.0,2.0,0.0
marker_balance_ratio,7180.0,0.5437969754040131,False,-0.04634217429320908,0.8333333333333334,0.9166666666666666,-0.08333333333333326
tool_latency_std,6728.0,0.7992283039527135,False,0.01952783445059747,0.0009784549474716187,0.0012581573727844062,-0.00027970242531278754
positive_marker_ratio,6806.0,0.9154708636068859,False,0.008160886039055626,0.8333333333333334,0.9285714285714286,-0.09523809523809523
avg_words_per_message,6814.0,0.9279041457665731,False,0.006995045176333425,191.16666666666666,162.25,28.916666666666657
level,6862.0,1.0,False,0.0,1.0,1.0,0.0
positive_markers_steps_21_plus,6862.0,1.0,False,0.0,0.0,0.0,0.0
negative_markers_steps_11_20,6862.0,1.0,False,0.0,0.0,0.0,0.0
negative_markers_steps_6_10,6862.0,1.0,False,0.0,0.0,0.0,0.0
positive_markers_steps_6_10,6862.0,1.0,False,0.0,0.0,0.0,0.0
negative_markers_steps_1_5,6862.0,1.0,False,0.0,0.0,0.0,0.0
positive_markers_steps_1_5,6862.0,1.0,False,0.0,0.0,0.0,0.0
early_negative_rate,6862.0,1.0,False,0.0,0.0,0.0,0.0
marker_trajectory_slope,6862.0,1.0,False,0.0,0.0,0.0,0.0
assistant_steps_to_first_negative_marker,6862.0,1.0,False,0.0,-1.0,-1.0,0.0
assistant_steps_to_first_positive_marker,6862.0,1.0,False,0.0,-1.0,-1.0,0.0
steps_to_first_negative_marker,6862.0,1.0,False,0.0,-1.0,-1.0,0.0
steps_to_first_positive_marker,6862.0,1.0,False,0.0,-1.0,-1.0,0.0
misunderstood_tool_count,6862.0,1.0,False,0.0,0.0,0.0,0.0
invalid_args_errors,6862.0,1.0,False,0.0,0.0,0.0,0.0
negative_markers_steps_21_plus,6862.0,1.0,False,0.0,0.0,0.0,0.0
positive_markers_steps_11_20,6862.0,1.0,False,0.0,0.0,0.0,0.0
